48,2022,55-64,HTML/CSS,8.57,2.66
49,2022,55-64,Python,7.1,2.66
50,2022,55-64,Bash/Shell,6.19,2.66
51,2021,18-24,JavaScript,11.17,30.63
52,2021,18-24,HTML/CSS,10.39,30.63
53,2021,18-24,Python,10.05,30.63
54,2021,18-24,SQL,7.87,30.63
55,2021,18-24,Java,7.68,30.63
56,2021,25-34,JavaScript,12.91,40.91
57,2021,25-34,HTML/CSS,10.57,40.91
58,2021,25-34,SQL,9.33,40.91
59,2021,25-34,Python,8.53,40.91
60,2021,25-34,TypeScript,6.79,40.91
61,2021,35-44,JavaScript,12.46,19.42
62,2021,35-44,HTML/CSS,10.1,19.42
63,2021,35-44,SQL,9.87,19.42
64,2021,35-44,Python,7.37,19.42
65,2021,35-44,Bash/Shell,6.19,19.42
66,2021,45-54,JavaScript,11.48,6.92
67,2021,45-54,SQL,10.43,6.92
68,2021,45-54,HTML/CSS,9.61,6.92
69,2021,45-54,Python,7.26,6.92
70,2021,45-54,C#,6.36,6.92
71,2021,55-64,SQL,10.7,2.12
72,2021,55-64,JavaScript,10.36,2.12
73,2021,55-64,HTML/CSS,8.76,2.12
74,2021,55-64,Python,7.56,2.12
75,2021,55-64,C#,6.27,2.12
76,2020,18-24,HTML/CSS,12.28,27.14
77,2020,18-24,JavaScript,12.25,27.14
78,2020,18-24,SQL,9.68,27.14
79,2020,18-24,Python,9.61,27.14
80,2020,18-24,Java,9.16,27.14
81,2020,25-34,JavaScript,14.41,45.57
82,2020,25-34,HTML/CSS,12.87,45.57
83,2020,25-34,SQL,11.36,45.57
84,2020,25-34,Python,8.65,45.57
85,2020,25-34,Java,7.63,45.57
86,2020,35-44,JavaScript,14.17,19.25
87,2020,35-44,HTML/CSS,12.56,19.25
88,2020,35-44,SQL,12.08,19.25
89,2020,35-44,Bash/Shell/PowerShell,8.28,19.25
90,2020,35-44,Python,7.94,19.25
91,2020,45-54,JavaScript,12.77,6.05
92,2020,45-54,SQL,12.67,6.05
93,2020,45-54,HTML/CSS,11.96,6.05
94,2020,45-54,Bash/Shell/PowerShell,8.8,6.05
95,2020,45-54,Python,7.84,6.05
96,2020,55-64,SQL,12.87,1.99
97,2020,55-64,JavaScript,11.8,1.99
98,2020,55-64,HTML/CSS,10.72,1.99
99,2020,55-64,Bash/Shell/PowerShell,8.16,1.99
100,2020,55-64,Python,7.91,1.99
101,2019,18-24,HTML/CSS,12.5,27.77
102,2019,18-24,JavaScript,12.38,27.77
103,2019,18-24,SQL,9.66,27.77
104,2019,18-24,Java,9.43,27.77
105,2019,18-24,Python,9,27.77
106,2019,25-34,JavaScript,14.4,46.65
107,2019,25-34,HTML/CSS,12.95,46.65
108,2019,25-34,SQL,11.3,46.65
109,2019,25-34,Python,8.01,46.65
110,2019,25-34,Java,7.77,46.65
111,2019,35-44,JavaScript,13.87,18.4
112,2019,35-44,HTML/CSS,12.53,18.4
113,2019,35-44,SQL,11.82,18.4
114,2019,35-44,Bash/Shell/PowerShell,8.71,18.4
115,2019,35-44,Python,7.51,18.4
116,2019,45-54,JavaScript,12.77,5.45
117,2019,45-54,SQL,12.41,5.45
118,2019,45-54,HTML/CSS,11.82,5.45
119,2019,45-54,Bash/Shell/PowerShell,9.18,5.45
120,2019,45-54,Python,7.46,5.45
121,2019,55-64,SQL,11.83,1.73
122,2019,55-64,JavaScript,11.58,1.73
123,2019,55-64,HTML/CSS,11.34,1.73
124,2019,55-64,Bash/Shell/PowerShell,7.98,1.73
125,2019,55-64,Python,7.87,1.73
